자 재	자재 내역	자재유형	자재유형 내역	생산저장위치	기준단위	포장단위	수출 포장 단위		
IDK0002S00	이브아르 볼륨 터치업 1.5mL	FERT	완제품	2610	PAC	#N/A	#N/A	신형흥아	0.17
IDM0001S00	이브아르 하이드로 1.0mL	FERT	완제품	2610	PAC	1S	113	신형흥아	0.17
IDM0001S01	이브아르하이드로 1mL 1S 영문	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDM0001S02	이브아르 하이드로 1mL 1S 러시아	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDM0001S03	이브아르하이드로 1.0mL 1S 벨라루스	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDM0001S04	이브아르하이드로 1.0mL 1S 아르메니아	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDM0001S05	이브아르하이드로 1mL 1S 몽골	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDM0001S06	이브아르하이드로 1mL 1S 칠레	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDM0001S08	이브아르하이드로 우크라이나	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDQ0001S01	이브아르볼륨s터치업 0.5mL 1S영문공통	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDQ0002S00	이브아르 볼륨 에스 터치업 1.5mL	FERT	완제품	2610	PAC	1S	113	신형흥아	0.17
IDT0001S00	이브아르 볼륨 에스 2.0mL	FERT	완제품	2610	PAC	1S	113	신형흥아	0.17
IDV0001S00	이브아르 볼륨 에스-티 1.0mL	FERT	완제품	2610	PAC	1S	113	신형흥아	0.17
IDV0001S01	이브아르볼륨s 1s 1.0mL CE	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDV0001S02	이브아르볼륨s 1.0mL 1S 페루	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDV0001S03	이브아르볼륨s 1.0mL 1S 영문공통	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDV0001S04	이브아르볼륨s 1.0mL 1S 터키	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDV0001S05	이브아르볼륨s 1mL 1S 이탈리아	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDV0001S06	이브아르볼륨s 1.0mL 56S 우크라이나	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDV0001S07	이브아르볼륨s 1.0mL 1S 스페인	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDV0001S08	이브아르볼륨s 1.0mL 1S 스페인	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDV0001S09	이브아르 볼륨s 1.0mL 1S 카자흐스탄	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDV0001S10	이브아르볼륨s 1.0mL 1S 중국	FERT	완제품	2610	SYR	1S	96	신형흥아	0.17
IDV0001S11	이브아르 볼륨s 1.0mL 1S 요르단	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDV0001S12	이브아르볼륨s 1.0mL 1S 벨라루스	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDV0001S13	이브아르볼륨s 1.0mL 1S 멕시코	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDV0001S14	이브아르볼륨s 1.0mL 1S 인도	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDV0001S15	이브아르볼륨s 1.0mL 1S 콜럼비아	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDV0001S16	이브아르볼륨s 1.0mL 1S 아르메니아	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDV0001S17	이브아르볼륨s 1.0mL 1S 체코	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDV0001S18	이브아르볼륨s 1.0mL 1S 슬로바키아	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDV0001S19	이브아르볼륨s 1.0mL 1S 러시아	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDV0001S20	이브아르볼륨s 1.0mL 1S 포르투갈	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDV0001S21	이브아르볼륨s 1.0mL 1S 베트남	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDV0001S22	이브아르볼륨s 1.0mL 1S 우크라이나	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDV0001S24	이브아르볼륨s 1.0mL 1S 파나마	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDV0001S25	이브아르볼륨s 1.0mL 1S 이란	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDV0001S26	이브아르볼륨s 1.0mL 1S 독일	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDV0001S28	이브아르볼륨s 1.0mL 1S 대만	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IDV0001S29	이브아르볼륨s 1.0mL 1S 유럽공통	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IFH0010V00	엘지인플루엔자분할백신주 0.5mL 10V	FERT	완제품	2610	PAC	10V	#N/A	신형흥아	0.17
IIP0001S00	이브아르 인텐시브 플러스 1.0mL 1S	FERT	완제품	2610	PAC	#N/A	0	신형흥아	0.17
INT0005V00	인터맥스감마주200만아이유 5V	FERT	완제품	2610	PAC	1*5V(축소)	700	신형흥아	0.17
IPM1025D00	Iopromide (MABC)	FERT	완제품	2510	KG	#N/A	700	신형흥아	0.17
ISP0001S00	이브아르소프트플러스 1.0mL 1S	FERT	완제품	2610	PAC	#N/A	#N/A	신형흥아	0.17
ISP0001S01	와이솔루션360	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IIP0001S01	와이솔루션720	FERT	완제품	2610	SYR	1S	160	신형흥아	1.17
ITF0010V00	플루플러스 V주 0.5ml(인플루엔자분할백신)	FERT	완제품	2610	PAC	없음	#N/A	신형흥아	0.17
IVK0001S00	이브아르 컨투어 1.0mL	FERT	완제품	2610	PAC	1S	113	신형흥아	0.17
IVK0001S01	이브아르 컨투어 1.0mL	FERT	완제품	2610	PAC	1S	113	신형흥아	0.17
IVK0001S02	이브아르컨투어 1.0mL	FERT	완제품	2610	PAC	1S	113	신형흥아	0.17
IVK0001S03	이브아르컨투어 1.0mL	FERT	완제품	2610	PAC	1S	113	신형흥아	0.17
IVK0001S04	이브아르컨투어 1.0mL 영국	FERT	완제품	2610	PAC	1S	113	신형흥아	0.17
IVK0001S05	이브아르컨투어 1.0mL 유럽공통	FERT	완제품	2610	PAC	1S	113	신형흥아	0.17
IVK0001S06	이브아르 컨투어 1.0 1S 우크라이나	FERT	완제품	2610	PAC	1S	113	신형흥아	0.17
IVK0001S16	이브아르컨투어 1.0mL 태국	FERT	완제품	2610	PAC	1S	113	신형흥아	0.17
IVK0001S17	이브아르컨투어 1.0mL	FERT	완제품	2610	PAC	1S	113	신형흥아	0.17
IVK0001S19	이브아르컨투어 1.0mL	FERT	완제품	2610	PAC	1S	113	신형흥아	0.17
IVK0001S20	이브아르컨투어 1.0mL	FERT	완제품	2610	PAC	1S	113	신형흥아	0.17
IVK0001S21	이브아르컨투어 1.0mL	FERT	완제품	2610	PAC	1S	113	신형흥아	0.17
IVK0001S24	이브아르컨투어 1.0mL	FERT	완제품	2610	PAC	1S	113	신형흥아	0.17
IVL0001S00	이브아르컨투어플러스 씨	FERT	완제품	2610	PAC	1S	#N/A	신형흥아	0.17
IVL0001S01	이브아르컨투어플러스 영문 (17개월)	FERT	완제품	2610	SYR	1S	#N/A	신형흥아	0.17
IVL0001S02	이브아르컨투어플러스 영문 (24개월)	FERT	완제품	2610	SYR	1S	#N/A	신형흥아	0.17
IVL0001S03	이브아르 컨투어플러스 말레이시아	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVL0001S04	이브아르 컨투어플러스 멕시코	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVL0001S06	이브아르 컨투어플러스 칠레	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVL0001S07	이브아르 컨투어플러스 칠레	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVL0001S08	이브아르컨투어플러스	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVL0001S09	이브아르컨투어플러스	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVP0001S00	이브아르 볼륨 플러스	FERT	완제품	2610	PAC	1S	#N/A	신형흥아	0.17
IVP0001S01	이브아르볼륨플러스 1mL 영문(17개월)	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVP0001S02	이브아르볼륨플러스 1mL 영문(24개월)	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVP0001S03	이브아르볼륨플러스 1mL 1S 파키스탄	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVP0001S04	이브아르볼륨플러스 1.0mL 1S 페루	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVP0001S05	이브아르볼륨플러스 1mL 1S 말레이시아	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVP0001S06	이브아르볼륨플러스 1mL 1S 중국	FERT	완제품	2610	SYR	1S	96	신형흥아	0.17
IVP0001S07	이브아르볼륨플러스 1mL 1S CE	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVP0001S08	이브아르볼륨플러스 1mL 1S 이탈리아	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVP0001S09	이브아르볼륨플러스 1mL 1S 몽골	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVP0001S10	이브아르볼륨플러스 1mL 1S 칠레	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVP0001S11	이브아르볼륨플러스 1mL 1S 터키	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVP0001S12	이브아르볼륨플러스 1mL 1S 이란	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVP0001S13	이브아르볼륨플러스 1mL 1S 스페인	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVP0001S14	이브아르볼륨플러스 1mL 1S 멕시코	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVP0001S15	이브아르볼륨플러스	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVP0001S16	이브아르볼륨플러스 1mL 1S 독일	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVP0001S17	이브아르볼륨플러스 1mL 1S 프랑스	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVP0001S18	이브아르볼륨플러스 1mL 1S 베트남	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVP0001S20	이브아르볼륨플러스 1mL 1S 베트남	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVP0001S21	이브아르볼륨플러스 1mL 1S 프랑스	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVP0001S23	이브아르볼륨플러스	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVP0001S25	이브아르볼륨플러스	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVP0001S26	이브아르볼륨플러스	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVP0001S27	이브아르볼륨플러스	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVP0001S29	이브아르볼륨플러스	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVP0001S33	쉬루시엔 잉지아	FERT	완제품	2610	SYR	1S	96	신형흥아	0.17
IVP0001S34	이브아르볼륨플러스	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVP0001S35	이브아르볼륨플러스	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVQ0002S00	이브아르 볼륨 플러스 터치업 1.5mL	FERT	완제품	2610	PAC	#N/A	#N/A	신형흥아	0.17
IVT0001S00	이브아르 컨투어	FERT	완제품	2610	PAC	#N/A	#N/A	신형흥아	0.17
IVK0001S05	이브아르컨투어 1.0mL	FERT	완제품	2610	PAC	1S	113	신형흥아	0.17
IVT0001S01	이브아르컨투어 2mL 1S CE	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVT0001S02	이브아르컨투어2.0mL 1S 영문공통	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVT0001S03	이브아르컨투어2.0mL 1S 터키	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVT0001S04	이브아르컨투어2.0mL 1S 그리스	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVT0001S05	이브아르컨투어2.0mL 1S 이탈리아	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVT0001S06	이브아르컨투어2.0mL 1S 스페인	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVT0001S07	이브아르 컨투어 2.0mL 1S 발틱3국가	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVT0001S08	이브아르 컨투어 2.0mL 1S 카자흐스탄	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVT0001S09	이브아르컨투어 2.0mL 1S 벨라루스	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVT0001S10	이브아르컨투어 2.0mL 1S 러시아	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVT0001S11	이브아르컨투어 2.0mL 1S 콜럼비아	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVT0001S12	이브아르컨투어 2mL 1S 파키스탄	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVT0001S13	이브아르컨투어 2.0mL 1S 아르메니아	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVT0001S14	이브아르컨투어 2.0mL 1S 체코	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVT0001S15	이브아르컨투어 2.0mL 1S 슬로바키아	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVT0001S16	이브아르컨투어 2.0mL 1S 포르투갈	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVT0001S17	이브아르컨투어 2mL 1S 말레이시아	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVT0001S18	이브아르컨투어 2mL 1S 인도	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVT0001S19	이브아르컨투어 2mL 1S 페루	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVT0001S20	이브아르컨투어 2mL 1S 칠레	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVT0001S21	이브아르컨투어 2mL 1S 우크라이나	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVT0001S22	이브아르컨투어 2mL 1S 베트남	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVT0001S24	이브아르컨투어 2mL 1S 파나마	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVT0001S25	이브아르컨투어 2mL 1S 이란	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVT0001S26	이브아르컨투어 2.0mL 브라질	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVT0001S27	이브아르컨투어 2mL 1S 독일	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
IVT0001S28	이브아르컨투어 2mL 1S 프랑스	FERT	완제품	2610	SYR	1S	113	신형흥아	0.17
JEM0100T00	가프라톤정(염산이토프리드) 100T	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
JEM0300T00	가프라톤정(염산이토프리드)300T(30T×10BT	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
KBF0060T00	칼반정100밀리그람 60T	FERT	완제품	3610	PAC	#N/A	#N/A	#N/A	
KBF0120T00	칼반정100밀리그람 120T	FERT	완제품	3610	PAC	#N/A	#N/A	#N/A	
KBF0300T00	칼반정100밀리그람 300T(60T×5BT)	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
KBF0301T00	칼반정100mg 30T×10BT	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
KBT0060T00	칼반정50밀리그람 60T	FERT	완제품	3610	PAC	#N/A	#N/A	#N/A	
KBT0120T00	칼반정50밀리그람 120T	FERT	완제품	3610	PAC	#N/A	#N/A	#N/A	
KBT0300T00	칼반정50밀리그람 300T	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
KBT0301T00	칼반정 50mg 30T×10BT	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
MAR0100T00	메아릴정 100T	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
MAR0600T00	메아릴정 600T(30T×20BT)	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
MAT0028T00	루코테어츄정 4mg(28T×1PAC)	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
MET0010T00	노바메트GR정 500mg 10정	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
MET0100T00	노바메트GR정 500mg 100정	FERT	완제품	1502	PAC	#N/A	#N/A	#N/A	
MET0300T00	노바메트GR정500MG 30T×10BT	FERT	완제품	1502	PAC	#N/A	#N/A	#N/A	
MET0500T00	노바메트GR정 500mg 500정	FERT	완제품	1502	PAC	#N/A	#N/A	#N/A	
MFM0300T00	플루메이트정 300T(300T×1BT)	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
MFM0301T00	플루메이트정 (30T×10BT)	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
MTB0028T00	루코테어츄정 5mg(28T×1PAC)	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
MTP0028P00	루코테어과립 4mg(28P×1PAC)	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
MTT0028T00	루코테어정 10mg(28T×1PAC)	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
NAM0500T00	나메린정(500T*1B)	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
NAM1500T00	나메린정 (30T× 50B)	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
PGZ0100T00	피오글리존정15MG 100T	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
PGZ0300T00	피오글리존정15MG 300T(30T×10BT)	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
PND0100T00	듀얼셋정 100T	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
PND0300T00	듀얼셋정 300T(30T×10BT)	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
PSL0001T00	포스닐정 150mg 1T(위탁)	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
PSN0040T00	포스닐정 40T(4T * 10P)	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	
PSN9999T00	포스닐정	FERT	완제품	2610	BT	#N/A	#N/A	#N/A	
PWK0001V00	유포박_히브주 1.0mL 1V	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	0.17
PWK0001V01	Euforvac-Hib 1.0mL recon 5V_영문	FERT	완제품	2610	VI	5V	#N/A	#N/A	0.17
PWK0001V02	Euforvac-Hib 1.0mL recon 5V_스페인	FERT	완제품	2610	VI	#N/A	0	#N/A	0.17
PWK0001V03	유포박-히브주 1.0mL 5V_영문(VVM)	FERT	완제품	2610	VI	5V	1550	#N/A	0.17
PWK0005V00	유포박_히브주 1.0mL 5V	FERT	완제품	2610	PAC	#N/A	0	#N/A	0.17
PWL0001V00	유포박_히브주 0.5mL 1V	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	0.17
PWL0001V01	Euforvac-Hib 0.5mL recon 5V_영문	FERT	완제품	2610	VI	5V	#N/A	#N/A	0.17
PWL0001V02	Euforvac-Hib 0.5mL recon 5V_스페인	FERT	완제품	2610	VI	5V	0	#N/A	0.17
PWL0001V03	유포박-히브주 0.5mL 5V_영문(VVM)	FERT	완제품	2610	VI	#N/A	0	#N/A	0.17
PWL0005V00	유포박_히브주 0.5mL 5V	FERT	완제품	2610	PAC	#N/A	#N/A	#N/A	0.17
RFI0001V01	폴리트롭 주 75IU 1V 이란	FERT	완제품	2610	VI	1V(축소)	576	#N/A	0.17
RFI0001V02	폴리트롭주 75IU 1V 리비아	FERT	완제품	2610	VI	#N/A	576	#N/A	0.17
RFI0001V03	폴리트롭주 75IU 1V 러시아	FERT	완제품	2610	VI	1V	576	#N/A	0.17
RFJ0001V01	폴리트롭주 75IU 1V 나이지리아	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
RFJ0001V02	폴리트롭주 75IU 1V 인도	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
RFJ0001V03	폴리트롭주 75IU 리비아	FERT	완제품	2610	VI	#N/A	576	#N/A	0.17
RFJ0001V04	폴리트롭주 75IU 1V 수출공통(36개월반영)	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
RFJ0001V05	폴리트롭주 75IU 1V 페루	FERT	완제품	2610	VI	#N/A	576	#N/A	0.17
RFJ0001V06	폴리트롭주 75IU 1V 러시아	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
RFJ0001V07	폴리트롭주75IU1V 영문수출(36개월,새주소)	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
RFJ0001V08	폴리트롭주 75IU 1V 스리랑카	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
RFJ0001V09	폴리트롭 주 75IU 1V 홍콩	FERT	완제품	2610	VI	#N/A	576	#N/A	0.17
RFJ0001V10	폴리트롭 주 75IU 1V 태국	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
RFJ0001V11	폴리트롭 주 75IU 1V 시리아	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
RFJ0001V12	폴리트롭주 75IU 1V 인도(BESINS)	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
RFJ0001V13	폴리트롭 주 75IU 1V 이집트	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
RFJ0001V14	폴리트롭주 75IU 1V 인도(Exeltis)	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
RFJ0001V15	폴리트롭주 75IU 1V 네팔	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
RFK0001V01	폴리트롭주150IU 1V영문수출(36개월,새주소	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
RFK0001V02	폴리트롭주 150IU 1V 인도	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
RFK0001V03	폴리트롭 주 150IU 1V 수출공통	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
RFK0001V04	폴리트롭 주 150IU 1V 태국	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
RFK0001V05	폴리트롭 주 150IU 1V 수출공통(36개월반영	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
RFK0001V06	폴리트롭 주 150IU 1V 홍콩	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
RFK0001V07	폴리트롭주 150IU 파키스탄	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
RFK0001V08	폴리트롭주 150IU 1V 스리랑카	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
RFK0001V09	폴리트롭주 150IU 1V 인도(BESINS)	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
RFK0001V10	폴리트롭주 150IU 1V 시리아	FERT	완제품	2610	VI	#N/A	576	#N/A	0.17
RFK0001V11	폴리트롭 주 150IU 1V 이집트	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
RFK0001V12	폴리트롭 주 150IU 1V 네팔	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
RFK0001V14	폴리트롭주 150IU 1V 인도(Exeltis)	FERT	완제품	2610	VI	1V(축소)	576	캠블리스터	0.17
RFK0005V04	폴리트롭 주 150IU 5V 태국	FERT	완제품	2610	VI	5V	576	#N/A	0.17
RFL0001V01	폴리트롭주75IU 1V영문수출(36개월,새주소)	FERT	완제품	2610	VI	1V(축소)	715	#N/A	0.17
RFL0001V02	폴리트롭주 75IU 1V 인도	FERT	완제품	2610	VI	1V(축소)	0	#N/A	0.17
RFL0001V03	폴리트롭 주 75IU 1V 수출공통	FERT	완제품	2610	VI	1V(축소)	576	#N/A	0.17
RFL0001V05	폴리트롭 주 75IU 1V 수출공통(36개월반영)	FERT	완제품	2610	VI	1V(축소)	576	#N/A	0.17
RFL0001V06	폴리트롭 주 75IU 1V 페루	FERT	완제품	2610	VI	1V(축소)	576	#N/A	0.17
RFL0001V07	폴리트롭 주 75IU 1V 홍콩	FERT	완제품	2610	VI	1V(축소)	576	#N/A	0.17
RFL0001V08	폴리트롭 주 75IU 1V 나이지리아	FERT	완제품	2610	VI	1V(축소)	576	#N/A	0.17
RFL0001V09	폴리트롭 주 75IU 1V 러시아	FERT	완제품	2610	VI	1V(축소)	576	#N/A	0.17
RFL0001V10	폴리트롭 주 75IU 1V 파키스탄	FERT	완제품	2610	VI	1V(축소)	576	#N/A	0.17
RFL0001V11	폴리트롭 75IU 리비아	FERT	완제품	2610	VI	1V(축소)	576	#N/A	0.17
RFL0001V13	폴리트롭주 75IU 1V 스리랑카	FERT	완제품	2610	VI	1V(축소)	576	#N/A	0.17
RFT0001S00	폴리트롭 PS주 150IU/0.30mL 1S	FERT	완제품	2610	PAC	1S	576	구형흥아	0.17
RFT0001S01	폴리트롭 PS주 150IU/0.3mL 1S(영문)	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFT0001S02	폴리트롭 PS주 150IU/0.30mL 1S 인도	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFT0001S03	폴리트롭 PS주 150IU/0.30mL 1S 홍콩	FERT	완제품	2610	SYR	1S	480	#N/A	0.17
RFT0001S04	폴리트롭PS주 150IU/0.30mL 1S 파키스탄	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFT0001S05	폴리트롭 PS주 150IU/0.30mL 1S 중국	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFT0001S06	폴리트롭 PS주 150IU/0.30mL 1S 베트남	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFT0001S07	폴리트롭 PS주150IU/0.30mL1S (영문,도로명	FERT	완제품	2610	SYR	1S	480	#N/A	0.17
RFT0001S08	폴리트롭 PS주150IU/0.30mL 1S 카자흐스탄	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFT0001S10	폴리트롭FenogestPS주150IU/0.30mL콜롬비아	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFT0001S11	폴리트롭 PS주 150IU/0.30mL 태국	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFT0001S12	폴리트롭 PS주150IU/0.30mL 1S 네팔	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFT0001S13	폴리트롭 PS주 150IU/0.30mL 콜롬비아 샘플	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFT0001S14	폴리트롭 PS주 150IU/0.30mL 우즈베키스탄	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFT0001S15	폴리트롭 PS주 150IU/0.30mL 멕시코	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFT0001S16	폴리트롭 PS주 150IU/0.30mL 이집트	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFT0001S17	폴리트롭 PS주 150IU/0.30mL 쿠웨이트	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFT0001S18	폴리트롭 PS주 150IU/0.30mL 시리아	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFT0001S19	폴리트롭PS주 150IU/0.30mL 1S 스리랑카	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFT0001S22	폴리트롭 PS주 150IU 몽골	FERT	완제품	2610	SYR	1S	480	구형흥아	0.17
RFU0001S00	폴리트롭 PS주 75IU/0.15mL 1S	FERT	완제품	2610	PAC	1S	480	구형흥아	0.17
