년,월,자재,자재내역,단위,팀,완제,원제(1part),원제(2part),합성,QC,생지/공무
20,7,302841,72B/A4 Clean paper,EA,완제,1000,,,,,
20,7,200522,화이버 드럼,EA,완제,,,,,,
20,7,106602,보위딕 테스트 팩(Terragene),EA,완제,144,10,3,,,
20,7,302255,필터 (PFY2UY300J),EA,완제,,,,,,
20,7,302571,Sartofluor Filter(5185307T8),EA,완제,,,,,,
20,7,302151,Sartoclean CA 20',EA,완제,,,,,,
20,7,302257,필터 (PFY1J012J),EA,완제,,,,,,
20,7,302914,Sterile Filter(KA3EKVP10.2um),EA,완제,,,,,,
20,7,300953,킴텍스(50×70×1),EA,완제,,,,,,
20,7,302321,훈증액 MINNACARE COLD STERILANT,BT,완제,,,,,,
20,7,302254,필터 (MBS1002RJH2),EA,완제,,,,,,
20,7,103638,밀리팩200(MPGL2GCL3),EA,완제,,1,,,,
20,7,102141,SARTOBRAN P 10' Filter,EA,완제,,,,,,
20,7,100351,Filter SARTOPURE PP2,EA,완제,,,,,,
20,7,303031,DECON-SPORE 200 Plus(0.4%)472mL 자가,EA,완제,3,6,5,,,
20,7,303034,Decon-cycle (Disinfectant)472mL 자가,EA,완제,,6,,,,
20,7,303038,DECON-SPORE200Plus(0.4% )Gallon siz자가,EA,완제,2,,,,,
20,7,303041,Decon-cycle(Disinfectant)Gallonsize자가,EA,완제,28,,1,,,
20,7,303036,70% IPA 472mL 자가,EA,완제,84,13,17,,12,24
20,7,303060,70% IPA Gallon size 자가,EA,완제,,,,,,
20,7,303033,5% Decon-spore (Sporicide)472mL 자가,EA,완제,7,,,,,
20,7,303039,5% Decon-spore(Sporicide)Gallon size자가,EA,완제,,,,,,
20,7,303035,Hypo-chlor (Sporicide)472mL 자가,EA,완제,,,,,,
20,7,303040,Hypo-chlor (Sporicide) Gallon size 자가,EA,완제,,,,,,
20,7,303080,70% IPA Dispenser용(자동분무기용),EA,완제,,,,,,1
20,7,102990,Filter Unit 1L 자가(Bottle top),EA,완제,24,,25,,,
20,7,100136,트립신에데트산나트륨,mL ,완제,,,,,,
19,9,100130,디메티콘 유제 35% 자가,g,완제,,,,,,
19,9,105521,TSB(Non animal origin) 자가,BT,완제,,,,,,
19,9,105944,20L Glass bottle(screw),EA,완제,,,,,,
19,9,105996,멸균백1200*1200mm,EA,완제,,,,,,
19,9,105998,멸균백400*500mm,EA,완제,0,0,0,,,
19,9,106159,Durapore Opticap XL4 (KVGLA04TT3),EA,완제,,,,,,
19,9,300006,퐁퐁,EA,완제,0,0,0,,,
19,9,300009,Sartofluor GA 10',EA,완제,,0,,,,
19,9,300010,Sartofluor GA 20',EA,완제,,,,,,
19,9,300011,Sartofluor Mini,EA,완제,,3,,,,
19,9,302000,수산화나트륨(퀴놀론1KG),kg,완제,0,,,8,,
19,9,302060,AGP Solution Kit,EA,완제,,,4,,,
19,9,302101,5mL PC Validation Vial,EA,완제,,,0,,60,
19,9,302102,Autoclave Indicator. Sigmaware,EA,완제,,12,,,,
19,9,302103,Hi Temperature Indicator(Shamrock)(건열),EA,완제,0,,,,,
19,9,302104,Chemical Indicator 1250 (3M),EA,완제,,,,,,
19,9,302109,락스 (럭키),EA,완제,,3,0,,,
19,9,302123,펌프 튜빙(Masterflex L/S 16),EA,완제,0,,0,,,
19,9,302124,펌프 튜빙(Masterflex L/S 17),EA,완제,,,0,,,
19,9,302125,펌프 튜빙(Masterflex L/S 18),EA,완제,,,,,,
19,9,302126,펌프 튜빙(Masterflex L/S 24),EA,완제,,,0,,,
19,9,302127,펌프 튜빙(Masterflex I/P 73),EA,완제,,,0,,,
19,9,302128,펌프 튜빙(Masterflex I/P 82),EA,완제,,1,1,,,
19,9,302143,Endotoxin Indicator(Endosafe) 자가,EA,완제,1,,,,,1
19,9,302161,Durapore 필터(SCGVU11RE),EA,완제,,,,,,
19,9,302170,아세톤 자가,mL ,완제,,,,,,
19,9,302171,Optiseal 필터(LAGR04TP6),EA,완제,,,,,,
19,9,302210,펌프 튜빙(NALGENE 8060-0200),EA,완제,2,,,,,
19,9,302212,펌프 튜빙(NALGENE 8060-0100),EA,완제,0,,,,,
19,9,302213,펌프 튜빙(NALGENE 8060-0060),EA,완제,,,,,,
19,9,302214,펌프 튜빙(NALGENE 8060-0040),EA,완제,,,,,,
19,9,302250,필터 (PUY2UY300H),EA,완제,,,,,,
19,9,302251,필터 (PUY2UY100H),EA,완제,,,,0,,
19,9,302256,필터 (PUY1UY400J),EA,완제,,,,,,
19,9,302259,필터 (AB1PFA7PVH4),EA,완제,,,,,,
19,9,302260,필터 (AB3NFZ7PH4),EA,완제,,,,,,
19,9,302341,펌프 튜빙(Masterflex L/S 25),EA,완제,,,,,,
19,9,302450,필터(SLK7002PFRP)(스팀필터),EA,완제,,,,,,
19,9,302451,필터(MCY4463PFRPVH4)(N2 필터),EA,완제,,,,,,
19,9,302452,필터(AB1CPFR7PVH4)(DIP 필터),EA,완제,,,,,,
19,9,302453,필터(CTGB71TP3)(스팀필터),EA,완제,,1,,,,
19,9,302481,구연산무수(99.5%이상),kg,완제,,,,,,
19,9,302520,PFA Tubing(EW-06371-04),EA,완제,,,,,,
19,9,302521,PFA Tubing(RZ-06375-02),EA,완제,3,,1,,,
19,9,302530,Opticap XL4 Capsule Filter(KTGRA04TT3),EA,완제,4,,,,,
19,9,302572,Millex-FG Filter(MTGR85000),EA,완제,,,,,,
19,9,302573,C-Flex Tubing(072-313-3),EA,완제,,,,,,
19,9,302620,CTGR75S01 Millipore Filter,EA,완제,,,,,,
19,9,302621,KVGB04TC3 Milliporre Filter,EA,완제,,,,,,
19,9,302622,CTGB72TP3 Millipore Filter,EA,완제,,,,,,
19,9,302623,AB05PFR7PVH4 Pall Filter,EA,완제,,,,,,
19,9,302690,액체 세제 (액츠 무진복 세탁용),EA,완제,,0,0,0,,
19,9,302774,Aervent 20' Cartridge Filter CTGR72TP1,EA,완제,,,,,,
19,9,302780,H2O2 for HPV,EA,완제,,,,,,
19,9,302880,Sartfluor GA,EA,완제,,,,,,
19,9,302881,Sartfluor junior,EA,완제,,,,,,
19,9,302882,SP Sephadex C50 자가,g,완제,,,,,,
19,9,303090,테크세제,EA,완제,,,1,,,
19,9,302841,72B/A4 Clean paper,EA,완제,1,,,,,
19,9,200522,화이버 드럼,EA,완제,,,,8,,
19,9,106602,보위딕 테스트 팩(Terragene),EA,완제,140,2,0,,0,
19,9,302255,필터 (PFY2UY300J),EA,완제,,,,,,
19,9,302571,Sartofluor Filter(5185307T8),EA,완제,,,,,,
19,9,302151,Sartoclean CA 20',EA,완제,,,,,,
19,9,302257,필터 (PFY1J012J),EA,완제,,,,,,
19,9,302914,Sterile Filter(KA3EKVP10.2um),EA,완제,,,,,,3
19,9,300953,킴텍스(50×70×1),EA,완제,200,,,,,
19,9,302321,훈증액 MINNACARE COLD STERILANT,BT,완제,,,,,,
19,9,302254,필터 (MBS1002RJH2),EA,완제,,,,,,
19,9,103638,밀리팩200(MPGL2GCL3),EA,완제,2,1,0,,,
19,9,102141,SARTOBRAN P 10' Filter,EA,완제,,,,,,
19,9,100351,Filter SARTOPURE PP2,EA,완제,,,7,,,
19,9,303031,DECON-SPORE 200 Plus(0.4%)472mL 자가,EA,완제,9,,7,,0,
19,9,303034,Decon-cycle (Disinfectant)472mL 자가,EA,완제,28,8,2,,0,
19,9,303038,DECON-SPORE200Plus(0.4% )Gallon siz자가,EA,완제,12,2,,,,
19,9,303041,Decon-cycle(Disinfectant)Gallonsize자가,EA,완제,38,5,8,,,
19,9,303036,70% IPA 472mL 자가,EA,완제,186,44,12,,12,24
19,9,303060,70% IPA Gallon size 자가,EA,완제,4,,,,,
19,9,303033,5% Decon-spore (Sporicide)472mL 자가,EA,완제,53,,,,,
19,9,303039,5% Decon-spore(Sporicide)Gallon size자가,EA,완제,0,,,,,
19,9,303035,Hypo-chlor (Sporicide)472mL 자가,EA,완제,,,,,,
19,9,303040,Hypo-chlor (Sporicide) Gallon size 자가,EA,완제,,,,,,
19,9,303080,70% IPA Dispenser용(자동분무기용),EA,완제,8,6,,,0,1
19,9,102990,Filter Unit 1L 자가(Bottle top),EA,완제,20,,10,,,6
19,10,100130,디메티콘 유제 35% 자가,g,완제,,,,,,
19,10,105521,TSB(Non animal origin) 자가,BT,완제,,,,,,
19,10,105944,20L Glass bottle(screw),EA,완제,,,,,,
19,10,105996,멸균백1200*1200mm,EA,완제,,,,,,
19,10,105998,멸균백400*500mm,EA,완제,400,100,200,,,
19,10,106159,Durapore Opticap XL4 (KVGLA04TT3),EA,완제,,3,,,,
19,10,300006,퐁퐁,EA,완제,3,,,,,
19,10,300009,Sartofluor GA 10',EA,완제,,,4,,1,
19,10,300010,Sartofluor GA 20',EA,완제,,,,,,
19,10,300011,Sartofluor Mini,EA,완제,,,,,,
19,10,302000,수산화나트륨(퀴놀론1KG),kg,완제,22,,,21.959,,
19,10,302060,AGP Solution Kit,EA,완제,,,5,,,
19,10,302101,5mL PC Validation Vial,EA,완제,,,,,500,
19,10,302102,Autoclave Indicator. Sigmaware,EA,완제,,1,,,,
19,10,302103,Hi Temperature Indicator(Shamrock)(건열),EA,완제,,,,,,
19,10,302104,Chemical Indicator 1250 (3M),EA,완제,,,,,,
19,10,302109,락스 (럭키),EA,완제,,2,2,,,1
19,10,302122,염화나트륨(수지 재생용) 자가,kg,완제,,,,,,
19,10,302123,펌프 튜빙(Masterflex L/S 16),EA,완제,4,,,,,
19,10,302124,펌프 튜빙(Masterflex L/S 17),EA,완제,,,3,,,
19,10,302125,펌프 튜빙(Masterflex L/S 18),EA,완제,,,,,,
19,10,302126,펌프 튜빙(Masterflex L/S 24),EA,완제,,3,2,,,
19,10,302127,펌프 튜빙(Masterflex I/P 73),EA,완제,,,,,,
19,10,302128,펌프 튜빙(Masterflex I/P 82),EA,완제,,,,,,
19,10,302143,Endotoxin Indicator(Endosafe) 자가,EA,완제,,,,,,
19,10,302161,Durapore 필터(SCGVU11RE),EA,완제,,,,,,
19,10,302170,아세톤 자가,mL ,완제,,,6000,,,
19,10,302171,Optiseal 필터(LAGR04TP6),EA,완제,6,,,,,
19,10,302210,펌프 튜빙(NALGENE 8060-0200),EA,완제,2,,1,,,
19,10,302212,펌프 튜빙(NALGENE 8060-0100),EA,완제,1,,,,,
19,10,302213,펌프 튜빙(NALGENE 8060-0060),EA,완제,1,,,,,
19,10,302214,펌프 튜빙(NALGENE 8060-0040),EA,완제,,,,,,
19,10,302250,필터 (PUY2UY300H),EA,완제,,,,,,
19,10,302251,필터 (PUY2UY100H),EA,완제,,,,,,
19,10,302256,필터 (PUY1UY400J),EA,완제,,,,,,
19,10,302259,필터 (AB1PFA7PVH4),EA,완제,,,,,,
19,10,302260,필터 (AB3NFZ7PH4),EA,완제,,,,,,
19,10,302341,펌프 튜빙(Masterflex L/S 25),EA,완제,,,,,,
19,10,302450,필터(SLK7002PFRP)(스팀필터),EA,완제,,,,,,
19,10,302451,필터(MCY4463PFRPVH4)(N2 필터),EA,완제,,,,,,
19,10,302452,필터(AB1CPFR7PVH4)(DIP 필터),EA,완제,,,,,,
19,10,302453,필터(CTGB71TP3)(스팀필터),EA,완제,,1,,,,
19,10,302481,구연산무수(99.5%이상),kg,완제,,,,,,
19,10,302520,PFA Tubing(EW-06371-04),EA,완제,,,,,,
19,10,302521,PFA Tubing(RZ-06375-02),EA,완제,,,,,,
19,10,302530,Opticap XL4 Capsule Filter(KTGRA04TT3),EA,완제,1,,,,,
19,10,302572,Millex-FG Filter(MTGR85000),EA,완제,2,,,,,
19,10,302573,C-Flex Tubing(072-313-3),EA,완제,,,,,,
19,10,302620,CTGR75S01 Millipore Filter,EA,완제,,,,,,
19,10,302621,KVGB04TC3 Milliporre Filter,EA,완제,,,,,,
19,10,302622,CTGB72TP3 Millipore Filter,EA,완제,,,,,,
19,10,302623,AB05PFR7PVH4 Pall Filter,EA,완제,,,,,,
19,10,302690,액체 세제 (액츠 무진복 세탁용),EA,완제,,3,5,,,
19,10,302774,Aervent 20' Cartridge Filter CTGR72TP1,EA,완제,,,,,,
19,10,302780,H2O2 for HPV,EA,완제,,,,,,
19,10,302880,Sartfluor GA,EA,완제,,,6,,,
19,10,302881,Sartfluor junior,EA,완제,,,,,,
19,10,302882,SP Sephadex C50 자가,g,완제,,,,,,
19,10,303090,테크세제,EA,완제,,,,,,
19,10,302841,72B/A4 Clean paper,EA,완제,1000,,,,,
19,10,200522,화이버 드럼,EA,완제,,,,18,,
19,10,106602,보위딕 테스트 팩(Terragene),EA,완제,,2,3,,,
19,10,302255,필터 (PFY2UY300J),EA,완제,,,,,,
19,10,302571,Sartofluor Filter(5185307T8),EA,완제,1,,,,,
19,10,302151,Sartoclean CA 20',EA,완제,,,,,,
19,10,302257,필터 (PFY1J012J),EA,완제,,,,,,
19,10,302914,Sterile Filter(KA3EKVP10.2um),EA,완제,,,,,,
19,10,300953,킴텍스(50×70×1),EA,완제,240,,,,,
19,10,302321,훈증액 MINNACARE COLD STERILANT,BT,완제,,,,,,
19,10,302254,필터 (MBS1002RJH2),EA,완제,,,,,,
19,10,103638,밀리팩200(MPGL2GCL3),EA,완제,1,4,,,,
19,10,102141,SARTOBRAN P 10' Filter,EA,완제,,,4,,,
19,10,100351,Filter SARTOPURE PP2,EA,완제,,,8,,,
19,10,303031,DECON-SPORE 200 Plus(0.4%)472mL 자가,EA,완제,24,,,,,
19,10,303034,Decon-cycle (Disinfectant)472mL 자가,EA,완제,22,12,4,,,
19,10,303038,DECON-SPORE200Plus(0.4% )Gallon siz자가,EA,완제,36,,,,,
19,10,303041,Decon-cycle(Disinfectant)Gallonsize자가,EA,완제,9,6,4,,,
19,10,303036,70% IPA 472mL 자가,EA,완제,144,32,36,,,12
19,10,303060,70% IPA Gallon size 자가,EA,완제,2,,,,,
19,10,303033,5% Decon-spore (Sporicide)472mL 자가,EA,완제,14,,,,,
19,10,303039,5% Decon-spore(Sporicide)Gallon size자가,EA,완제,2,1,,,,
19,10,303035,Hypo-chlor (Sporicide)472mL 자가,EA,완제,,,,,,
19,10,303040,Hypo-chlor (Sporicide) Gallon size 자가,EA,완제,,,,,,
19,10,303080,70% IPA Dispenser용(자동분무기용),EA,완제,,,,,,
19,10,102990,Filter Unit 1L 자가(Bottle top),EA,완제,31,,10,,,
19,11,100130,디메티콘 유제 35% 자가,g,완제,,,,,,
19,11,105521,TSB(Non animal origin) 자가,BT,완제,,,,,,
19,11,105944,20L Glass bottle(screw),EA,완제,,,40,,,
19,11,105996,멸균백1200*1200mm,EA,완제,,,,,,
19,11,105998,멸균백400*500mm,EA,완제,200,,100,,,
19,11,106159,Durapore Opticap XL4 (KVGLA04TT3),EA,완제,,,,,,
19,11,300006,퐁퐁,EA,완제,1,,5,,,
19,11,300009,Sartofluor GA 10',EA,완제,,6,10,,,
19,11,300010,Sartofluor GA 20',EA,완제,,1,,,,
19,11,300011,Sartofluor Mini,EA,완제,,6,2,,,
19,11,302000,수산화나트륨(퀴놀론1KG),kg,완제,15.959,,,55,,
19,11,302060,AGP Solution Kit,EA,완제,,,10,,,
19,11,302101,5mL PC Validation Vial,EA,완제,,,,,,
19,11,302102,Autoclave Indicator. Sigmaware,EA,완제,,4,,,,
19,11,302103,Hi Temperature Indicator(Shamrock)(건열),EA,완제,,,,,,
19,11,302104,Chemical Indicator 1250 (3M),EA,완제,,,,,,
19,11,302109,락스 (럭키),EA,완제,,,4,,,
19,11,302122,염화나트륨(수지 재생용) 자가,kg,완제,,,,,,
19,11,302123,펌프 튜빙(Masterflex L/S 16),EA,완제,,,3,,,
19,11,302124,펌프 튜빙(Masterflex L/S 17),EA,완제,,,,,,
19,11,302125,펌프 튜빙(Masterflex L/S 18),EA,완제,,,,,,
19,11,302126,펌프 튜빙(Masterflex L/S 24),EA,완제,,,2,,,
19,11,302127,펌프 튜빙(Masterflex I/P 73),EA,완제,,,3,,,
19,11,302128,펌프 튜빙(Masterflex I/P 82),EA,완제,,4,,,,
19,11,302143,Endotoxin Indicator(Endosafe) 자가,EA,완제,,1,,,,
19,11,302161,Durapore 필터(SCGVU11RE),EA,완제,,3,,,,
19,11,302170,아세톤 자가,mL ,완제,,,,,,
19,11,302171,Optiseal 필터(LAGR04TP6),EA,완제,,,,,,
19,11,302210,펌프 튜빙(NALGENE 8060-0200),EA,완제,,,,,,
19,11,302212,펌프 튜빙(NALGENE 8060-0100),EA,완제,,,,,,
19,11,302213,펌프 튜빙(NALGENE 8060-0060),EA,완제,,,,,,
19,11,302214,펌프 튜빙(NALGENE 8060-0040),EA,완제,,,,,,
19,11,302250,필터 (PUY2UY300H),EA,완제,,,,18,,
19,11,302251,필터 (PUY2UY100H),EA,완제,,,,3,,
19,11,302256,필터 (PUY1UY400J),EA,완제,,,,5,,
19,11,302259,필터 (AB1PFA7PVH4),EA,완제,,,,5,,
19,11,302260,필터 (AB3NFZ7PH4),EA,완제,,,,4,,
19,11,302341,펌프 튜빙(Masterflex L/S 25),EA,완제,,,,,,3
19,11,302450,필터(SLK7002PFRP)(스팀필터),EA,완제,4,,,,,
19,11,302451,필터(MCY4463PFRPVH4)(N2 필터),EA,완제,,,,,,
19,11,302452,필터(AB1CPFR7PVH4)(DIP 필터),EA,완제,,,,,,
19,11,302453,필터(CTGB71TP3)(스팀필터),EA,완제,1,,,,,
19,11,302481,구연산무수(99.5%이상),kg,완제,,,,,,
19,11,302520,PFA Tubing(EW-06371-04),EA,완제,,,,,,
19,11,302521,PFA Tubing(RZ-06375-02),EA,완제,,,,,,
19,11,302530,Opticap XL4 Capsule Filter(KTGRA04TT3),EA,완제,5,,,,,
19,11,302572,Millex-FG Filter(MTGR85000),EA,완제,,,,,,
19,11,302573,C-Flex Tubing(072-313-3),EA,완제,,,,,,
19,11,302620,CTGR75S01 Millipore Filter,EA,완제,,,,,,
19,11,302621,KVGB04TC3 Milliporre Filter,EA,완제,,,,,,
19,11,302622,CTGB72TP3 Millipore Filter,EA,완제,,,,,,
19,11,302623,AB05PFR7PVH4 Pall Filter,EA,완제,,,,,,
19,11,302690,액체 세제 (액츠 무진복 세탁용),EA,완제,,3,2,,,
19,11,302774,Aervent 20' Cartridge Filter CTGR72TP1,EA,완제,,,,,,
19,11,302780,H2O2 for HPV,EA,완제,,,,,,
19,11,302880,Sartfluor GA,EA,완제,,,5,,,
19,11,302881,Sartfluor junior,EA,완제,,,,,,
19,11,302882,SP Sephadex C50 자가,g,완제,,,,,,
19,11,303090,테크세제,EA,완제,,,1,,,
19,11,302841,72B/A4 Clean paper,EA,완제,,,,,,
19,11,200522,화이버 드럼,EA,완제,,,,30,,
19,11,106602,보위딕 테스트 팩(Terragene),EA,완제,120,2,6,,,
19,11,302255,필터 (PFY2UY300J),EA,완제,,,,2,,
19,11,302571,Sartofluor Filter(5185307T8),EA,완제,,,,,,
19,11,302151,Sartoclean CA 20',EA,완제,,,,,,
19,11,302257,필터 (PFY1J012J),EA,완제,,,,4,,
19,11,302914,Sterile Filter(KA3EKVP10.2um),EA,완제,,,,,,
19,11,300953,킴텍스(50×70×1),EA,완제,,,,,,
19,11,302321,훈증액 MINNACARE COLD STERILANT,BT,완제,,,,,,
19,11,302254,필터 (MBS1002RJH2),EA,완제,,,,,,
19,11,103638,밀리팩200(MPGL2GCL3),EA,완제,1,5,2,,,
19,11,102141,SARTOBRAN P 10' Filter,EA,완제,,,,,,
19,11,100351,Filter SARTOPURE PP2,EA,완제,,,17,,,
19,11,303031,DECON-SPORE 200 Plus(0.4%)472mL 자가,EA,완제,12,12,12,,,
19,11,303034,Decon-cycle (Disinfectant)472mL 자가,EA,완제,12,,,,,
19,11,303038,DECON-SPORE200Plus(0.4% )Gallon siz자가,EA,완제,25,6,8,,,
19,11,303041,Decon-cycle(Disinfectant)Gallonsize자가,EA,완제,28,1,2,,,
19,11,303036,70% IPA 472mL 자가,EA,완제,220,43,34,,12,36
19,11,303060,70% IPA Gallon size 자가,EA,완제,,,,,,
19,11,303033,5% Decon-spore (Sporicide)472mL 자가,EA,완제,11,6,,,,
19,11,303039,5% Decon-spore(Sporicide)Gallon size자가,EA,완제,2,7,,,,
19,11,303035,Hypo-chlor (Sporicide)472mL 자가,EA,완제,,,,,,
19,11,303040,Hypo-chlor (Sporicide) Gallon size 자가,EA,완제,,,,,,
19,11,303080,70% IPA Dispenser용(자동분무기용),EA,완제,,,,,,
19,11,102990,Filter Unit 1L 자가(Bottle top),EA,완제,48,,10,,,
19,8,100130,디메티콘 유제 35% 자가,g,완제,16000,,,,,
19,8,105521,TSB(Non animal origin) 자가,BT,완제,,,,,,
19,8,105944,20L Glass bottle(screw),EA,완제,,,10,,,
19,8,105996,멸균백1200*1200mm,EA,완제,,,200,,,
19,8,105998,멸균백400*500mm,EA,완제,1500,400,1000,,,
19,8,106159,Durapore Opticap XL4 (KVGLA04TT3),EA,완제,,,,,,
19,8,300006,퐁퐁,EA,완제,16,7,18,1,5,
19,8,300009,Sartofluor GA 10',EA,완제,,,30,,1,
19,8,300010,Sartofluor GA 20',EA,완제,,,4,,,
19,8,300011,Sartofluor Mini,EA,완제,,15,36,,,
19,8,302000,수산화나트륨(퀴놀론1KG),kg,완제,132,,,256.848,,
19,8,302060,AGP Solution Kit,EA,완제,,,43,,,
19,8,302101,5mL PC Validation Vial,EA,완제,,,100,,700,
19,8,302102,Autoclave Indicator. Sigmaware,EA,완제,,3,43,,,
19,8,302103,Hi Temperature Indicator(Shamrock)(건열),EA,완제,,,4,,,
19,8,302104,Chemical Indicator 1250 (3M),EA,완제,3,,,,,
19,8,302109,락스 (럭키),EA,완제,,7,35,,,1
19,8,302122,염화나트륨(수지 재생용) 자가,kg,완제,,,,,,46999.88
19,8,302123,펌프 튜빙(Masterflex L/S 16),EA,완제,18,,10,,,
19,8,302124,펌프 튜빙(Masterflex L/S 17),EA,완제,,1,2,,,
19,8,302125,펌프 튜빙(Masterflex L/S 18),EA,완제,,2,,,,
19,8,302126,펌프 튜빙(Masterflex L/S 24),EA,완제,,,11,,,
19,8,302127,펌프 튜빙(Masterflex I/P 73),EA,완제,,,4,,,
19,8,302128,펌프 튜빙(Masterflex I/P 82),EA,완제,,7,9,,,
19,8,302143,Endotoxin Indicator(Endosafe) 자가,EA,완제,4,1,,,2,1
19,8,302161,Durapore 필터(SCGVU11RE),EA,완제,,31,1,,,
19,8,302170,아세톤 자가,mL ,완제,,,22774,,,
19,8,302171,Optiseal 필터(LAGR04TP6),EA,완제,6,5,,,,
19,8,302210,펌프 튜빙(NALGENE 8060-0200),EA,완제,8,,,,,
19,8,302212,펌프 튜빙(NALGENE 8060-0100),EA,완제,4,,,,,
19,8,302213,펌프 튜빙(NALGENE 8060-0060),EA,완제,3,,,,,
19,8,302214,펌프 튜빙(NALGENE 8060-0040),EA,완제,1,,,,,
19,8,302250,필터 (PUY2UY300H),EA,완제,,,,18,,
19,8,302251,필터 (PUY2UY100H),EA,완제,,,,9,,
19,8,302256,필터 (PUY1UY400J),EA,완제,,,,1,,
19,8,302259,필터 (AB1PFA7PVH4),EA,완제,,,,1,,
19,8,302260,필터 (AB3NFZ7PH4),EA,완제,,,,1,,
19,8,302341,펌프 튜빙(Masterflex L/S 25),EA,완제,,,5,,,
19,8,302450,필터(SLK7002PFRP)(스팀필터),EA,완제,7,,,,,
19,8,302451,필터(MCY4463PFRPVH4)(N2 필터),EA,완제,2,,,,,
19,8,302452,필터(AB1CPFR7PVH4)(DIP 필터),EA,완제,2,,,,,
19,8,302453,필터(CTGB71TP3)(스팀필터),EA,완제,26,5,,,,
19,8,302481,구연산무수(99.5%이상),kg,완제,,,,,,
19,8,302520,PFA Tubing(EW-06371-04),EA,완제,5,,,,,
19,8,302521,PFA Tubing(RZ-06375-02),EA,완제,3,,,,,
19,8,302530,Opticap XL4 Capsule Filter(KTGRA04TT3),EA,완제,13,,,,,
19,8,302572,Millex-FG Filter(MTGR85000),EA,완제,26,,,,,
19,8,302573,C-Flex Tubing(072-313-3),EA,완제,1,,,,,
19,8,302620,CTGR75S01 Millipore Filter,EA,완제,6,3,,,,
19,8,302621,KVGB04TC3 Milliporre Filter,EA,완제,,,,,,
19,8,302622,CTGB72TP3 Millipore Filter,EA,완제,2,,,,,
19,8,302623,AB05PFR7PVH4 Pall Filter,EA,완제,3,,,,,
19,8,302690,액체 세제 (액츠 무진복 세탁용),EA,완제,,9,30,14,,
19,8,302774,Aervent 20' Cartridge Filter CTGR72TP1,EA,완제,11,,,,,
19,8,302780,H2O2 for HPV,EA,완제,14,,,,,
19,8,302880,Sartfluor GA,EA,완제,,,4,,,
19,8,302881,Sartfluor junior,EA,완제,,,,,,
19,8,302882,SP Sephadex C50 자가,g,완제,,,,,,
19,8,303090,테크세제,EA,완제,2,,5,,,
19,8,302841,72B/A4 Clean paper,EA,완제,3250,,,,,
19,8,200522,화이버 드럼,EA,완제,,,,152,,
19,8,106602,보위딕 테스트 팩(Terragene),EA,완제,691,23,157,,6,
19,8,302255,필터 (PFY2UY300J),EA,완제,,,,2,,
19,8,302571,Sartofluor Filter(5185307T8),EA,완제,13,,,,,
19,8,302151,Sartoclean CA 20',EA,완제,,,14,,,
19,8,302257,필터 (PFY1J012J),EA,완제,,,,1,,
19,8,302914,Sterile Filter(KA3EKVP10.2um),EA,완제,,,,,,
19,8,300953,킴텍스(50×70×1),EA,완제,2430,,,,,
19,8,302321,훈증액 MINNACARE COLD STERILANT,BT,완제,,,,,,
19,8,302254,필터 (MBS1002RJH2),EA,완제,,,,,,
19,8,103638,밀리팩200(MPGL2GCL3),EA,완제,13,11,24,,,
19,8,102141,SARTOBRAN P 10' Filter,EA,완제,,,27,,,
19,8,100351,Filter SARTOPURE PP2,EA,완제,,,75,,,
19,8,303031,DECON-SPORE 200 Plus(0.4%)472mL 자가,EA,완제,160,25,91,,12,
19,8,303034,Decon-cycle (Disinfectant)472mL 자가,EA,완제,112,12,122,,12,
19,8,303038,DECON-SPORE200Plus(0.4% )Gallon siz자가,EA,완제,236,5,41,,,
19,8,303041,Decon-cycle(Disinfectant)Gallonsize자가,EA,완제,240,10,43,,,
19,8,303036,70% IPA 472mL 자가,EA,완제,1129,35,515,,37,132
19,8,303060,70% IPA Gallon size 자가,EA,완제,51,,,,,
19,8,303033,5% Decon-spore (Sporicide)472mL 자가,EA,완제,147,,24,,,
19,8,303039,5% Decon-spore(Sporicide)Gallon size자가,EA,완제,20,1,5,,,
19,8,303035,Hypo-chlor (Sporicide)472mL 자가,EA,완제,,,,,,
19,8,303040,Hypo-chlor (Sporicide) Gallon size 자가,EA,완제,,,,,,
19,8,303080,70% IPA Dispenser용(자동분무기용),EA,완제,8,8,22,2,3,
19,8,102990,Filter Unit 1L 자가(Bottle top),EA,완제,,,,,,
19,12,100130,디메티콘 유제 35% 자가,g,완제,,,,,,
19,12,105521,TSB(Non animal origin) 자가,BT,완제,,,,,,
19,12,105944,20L Glass bottle(screw),EA,완제,,,,,,
19,12,105996,멸균백1200*1200mm,EA,완제,,,,,,
19,12,105998,멸균백400*500mm,EA,완제,400,,0,,,
19,12,106159,Durapore Opticap XL4 (KVGLA04TT3),EA,완제,,,,,,
19,12,300006,퐁퐁,EA,완제,3,,0,,5,
19,12,300009,Sartofluor GA 10',EA,완제,,0,3,,,
19,12,300010,Sartofluor GA 20',EA,완제,,,,,,
19,12,300011,Sartofluor Mini,EA,완제,,,,,,
19,12,302000,수산화나트륨(퀴놀론1KG),kg,완제,0,,,54.917,,
19,12,302060,AGP Solution Kit,EA,완제,,,0,,,
19,12,302101,5mL PC Validation Vial,EA,완제,,,0,,0,
19,12,302102,Autoclave Indicator. Sigmaware,EA,완제,,6,0,,,
19,12,302103,Hi Temperature Indicator(Shamrock)(건열),EA,완제,,,,,,
