Date,Time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2022-07-19,pm 4:48:20,94.47,90.98,82.52,92.52,88.77,90.25,88.97,91.05,89.78,85.23,91.85,84.61,88.52,90.32,91.41,90.68,90.48,89.66,67.93,61.9
2022-07-19,pm 4:48:30,94.55,91.19,83.14,92.82,89.12,90.54,94.53,91.3,90.11,85.56,92.03,84.91,89.09,90.55,91.87,90.96,90.76,89.99,66.17,60.58
2022-07-19,pm 4:48:40,94.62,91.37,83.71,92.99,89.41,90.77,88.82,91.52,90.39,85.98,92.24,85.45,89.6,90.78,92.28,91.22,91.02,90.29,65.13,59.88
2022-07-19,pm 4:48:50,94.67,91.58,84.23,93.17,89.54,91.01,89.83,91.73,90.69,86.56,92.48,86.1,90.01,90.98,92.61,91.46,91.24,90.55,64.41,59.16
2022-07-19,pm 4:49:00,94.71,91.73,84.64,93.33,89.69,91.24,85.6,91.88,90.95,87.04,92.7,86.66,90.37,91.2,92.89,91.69,91.47,90.67,63.82,58.59
2022-07-19,pm 4:49:10,94.75,91.99,85.12,93.47,89.9,91.48,85.35,92.12,91.18,87.59,92.87,87.21,90.73,91.38,93.12,91.95,91.68,90.9,63.18,57.96
2022-07-19,pm 4:49:20,94.81,92.17,85.55,93.59,90.11,91.72,87.28,92.33,91.41,88.08,93.01,87.72,91.08,91.55,93.32,92.13,91.89,91.09,62.52,57.73
2022-07-19,pm 4:49:30,94.81,92.36,85.97,93.71,90.32,91.94,87.42,92.49,91.6,88.49,93.16,88.15,91.33,91.74,93.53,92.3,92.06,91.26,61.85,56.71
2022-07-19,pm 4:49:40,94.8,92.49,86.46,93.82,90.49,92.14,90.44,92.62,91.78,88.95,93.32,88.58,91.58,91.91,93.71,92.45,92.23,91.46,61.14,56.56
2022-07-19,pm 4:49:50,94.83,92.62,87,93.91,90.69,92.3,89.36,92.75,91.93,89.34,93.42,88.93,91.75,92.06,93.87,92.6,92.38,91.62,60.36,55.9
2022-07-19,pm 4:50:00,94.77,92.79,87.58,94.01,90.84,92.46,90.22,92.88,92.05,89.66,93.54,89.23,92,92.19,94.02,92.75,92.55,91.75,59.69,55.87
2022-07-19,pm 4:50:10,94.45,92.94,88.2,94.1,91.05,92.57,88.65,92.98,92.21,89.94,93.61,89.49,92.22,92.3,94.16,92.85,92.67,91.86,59.24,55.53
2022-07-19,pm 4:50:20,90.38,93.04,88.8,94.14,91.26,92.73,91.76,93.11,92.39,90.28,93.7,89.72,92.44,92.4,94.28,93.01,92.85,91.97,59.47,55.14
2022-07-19,pm 4:50:30,81.21,93.15,89.31,94.16,91.35,92.8,88.62,93.13,92.57,90.65,93.8,89.87,92.63,92.48,94.35,93.17,92.98,92.03,59.95,54.99
2022-07-19,pm 4:50:40,74.93,93.24,89.74,94.15,91.53,92.91,91.78,93.23,92.73,90.88,93.86,90.06,92.79,92.6,94.44,93.32,93.12,92.14,61.45,55.35
2022-07-19,pm 4:50:50,70.2,93.34,90.06,94.18,91.69,93.1,92.72,93.38,92.89,91.11,93.85,90.26,92.94,92.72,94.54,93.45,93.25,92.26,61.54,55.07
2022-07-19,pm 4:51:00,66.33,93.46,90.31,94.24,91.87,93.18,88.35,93.43,93,91.33,93.93,90.45,93.07,92.84,94.59,93.59,93.35,92.33,61.08,54.76
2022-07-19,pm 4:51:10,63.69,93.56,90.56,94.31,92.05,93.26,96.16,93.51,93.1,91.52,94.03,90.67,93.21,92.93,94.63,93.7,93.44,92.41,61.07,54.51
2022-07-19,pm 4:51:20,62.74,93.63,90.77,94.37,92.24,93.33,89.82,93.59,93.21,91.68,94.13,90.87,93.33,92.97,94.7,93.75,93.51,92.5,60.81,53.92
2022-07-19,pm 4:51:30,60.96,93.7,91,94.41,92.32,93.4,94.83,93.63,93.31,91.89,94.17,91.02,93.43,93.05,94.74,93.81,93.58,92.58,59.97,53.93
2022-07-19,pm 4:51:40,59.08,93.77,91.12,94.43,92.24,93.47,90.41,93.65,93.37,91.9,94.07,91,93.53,93.01,94.76,93.76,93.67,92.48,59.65,54.55
2022-07-19,pm 4:51:50,58.49,93.52,90.92,94.2,91.96,93.24,96.37,93.35,93.18,91.64,93.76,90.74,93.29,92.72,94.48,93.46,93.46,92.18,60.05,54.49
2022-07-19,pm 4:52:00,57.61,93.11,89.04,93.9,89.73,92.92,94.97,92.96,92.85,87.24,91.37,87.13,92.98,90.57,94.17,91.01,93.15,88.19,60.09,54.19
2022-07-19,pm 4:52:10,57,85.82,80.65,87.19,84.38,85.42,92.23,84.63,87.11,78.81,85.04,78.2,84.81,83.83,86.28,84.88,88.08,78.09,60.35,53.57
2022-07-19,pm 4:52:20,56.65,79.97,75.46,81.77,80.02,78.77,80.4,77.93,81.09,71.69,78.95,73.96,79.07,78.28,80.85,79.61,82.65,72.65,60.21,53.27
2022-07-19,pm 4:52:30,56.09,75.3,71.81,78.32,76.76,74,74.87,72.4,76.03,67.51,73.98,70.66,75.81,74,77.41,75.18,78.01,68.84,59.23,52.62
2022-07-19,pm 4:52:40,55.79,71.59,68.68,75.27,74.23,70.82,72.53,69.53,72.11,64.44,70.19,67.34,73.08,70.75,74.81,71.69,74.92,65.52,58.52,52.34
2022-07-19,pm 4:52:50,55.41,68.41,66.12,72.67,71.66,67.27,72.64,66.29,68.69,61.94,67.45,64.71,70.55,68.05,72.28,68.87,72.08,62.94,59.1,52.06
2022-07-19,pm 4:53:00,55.04,66.2,64.23,70.57,69.89,64.88,68.02,64.04,66.44,60.44,65.32,63.3,68.69,65.74,70.47,66.89,70.22,61.74,59.08,51.57
2022-07-19,pm 4:53:10,54.44,64.45,62.95,69.44,68.32,63.7,66.44,62.93,64.67,58.31,63.84,61.68,67.88,64.52,69.23,65.26,68.4,59.99,58.48,51.07
2022-07-19,pm 4:53:20,53.73,63.16,61.53,67.88,66.83,62.37,65.9,61.45,63.25,56.24,62.51,60.34,66.57,63.34,68.21,63.94,67.06,58.41,57.69,51
2022-07-19,pm 4:53:30,53.39,61.89,60.62,66.71,65.7,61.2,65.63,59.83,61.9,55.03,61.61,59.76,65.88,62.2,67.32,62.91,65.89,58.08,57.25,50.83
2022-07-19,pm 4:53:40,53.14,61.28,59.77,65.81,65.16,60.4,64.01,58.91,61.04,54.18,60.7,58.91,65.23,61.61,66.72,62.17,65.12,57.27,57.01,50.36
2022-07-19,pm 4:53:50,53.16,60.95,59.52,65.1,64.4,59.8,62.86,58.62,60.06,53.66,59.74,58.53,64.34,60.82,66.41,61.5,64.43,56.79,57.01,50.19
2022-07-19,pm 4:54:00,52.26,60.38,58.88,64.69,63.44,59.06,61.87,57.4,59.6,53.12,58.91,57.84,64.18,60.2,65.67,60.96,63.65,56.27,56.9,50.17
2022-07-19,pm 4:54:10,51.8,59.74,57.91,63.8,63.02,58.43,59.97,56.71,58.94,52.7,58.27,57.09,63.25,59.55,64.89,60.63,62.86,55.65,56.99,50.02
2022-07-19,pm 4:54:20,51.65,58.8,57.86,63.26,62.16,57.56,60.05,56.03,58.24,53.04,57.56,57.13,62.7,58.84,64.29,60.37,62.34,55.74,57.39,49.9
2022-07-19,pm 4:54:30,51.36,58.5,57.57,63.18,61.73,57.68,57.87,55.95,58.01,52.54,56.93,56.8,62.86,58.52,63.9,59.53,62.05,55.36,56.97,49.72
2022-07-19,pm 4:54:40,51.05,58.16,57.46,62.95,61.36,57.31,58,55.78,57.26,52.47,56.34,56.59,62.68,58.3,63.36,58.85,61.3,55.01,56.7,49.2
2022-07-19,pm 4:54:50,51.15,57.85,57.04,62.51,61.29,56.72,56.7,55.19,56.83,51.93,55.98,56.32,62.27,58.27,62.99,58.46,60.87,54.56,56.59,48.91
2022-07-19,pm 4:55:00,50.78,57.59,56.49,62,61.05,56.13,57.98,54.45,56.62,51.36,55.61,55.8,61.82,57.65,62.94,58.1,60.49,53.9,55.6,48.81
